Rank,learning_rate,batch_size,hidden_sizes,dropout,num_epochs,optimizer,Train_Acc,Val_Acc,Test_Acc,Epochs,Params
449,0.005,128,"[1024, 512, 256, 128]",0.2,30,adam,0.2645997745208568,0.2672746404770256,0.26126600035069264,19,3463846
450,0.001,64,"[1024, 512, 256, 128]",0.3,20,adam,0.3241638481773769,0.2599088039284462,0.25916184464317027,13,3463846
451,0.001,32,"[512, 256, 128]",0.3,15,adam,0.297782788425404,0.2592072956857243,0.2532000701385236,10,1554086
452,0.001,128,"[512, 256, 128]",0.2,20,sgd,0.18556933483652763,0.25569975447211507,0.24075048220234965,20,1554086
453,0.005,128,"[256, 128]",0.3,30,adam,0.26523863209319803,0.25517362329007365,0.2575837278625285,11,730278
454,0.0005,64,"[1024, 512, 256, 128]",0.2,30,sgd,0.18883878241262683,0.2516660820764644,0.24460810099947397,30,3463846
455,0.001,32,"[1024, 512, 256, 128]",0.2,20,adam,0.31709883502442693,0.25113995089442304,0.2430299842188322,12,3463846
456,0.0005,128,"[256, 128]",0.2,20,sgd,0.17888012025554303,0.2507891967730621,0.2421532526740312,20,730278
457,0.001,128,"[512, 256, 128]",0.3,20,sgd,0.15791055993987224,0.24798316380217467,0.24092582851130984,20,1554086
458,0.005,64,"[1024, 512, 256, 128]",0.1,20,adam,0.2640360766629087,0.2446509996492459,0.24478344730843415,17,3463846
459,0.005,64,"[256, 128]",0.2,15,adam,0.26813228109733184,0.24324798316380217,0.24864106610555847,11,730278
460,0.005,64,"[512, 256, 128]",0.2,30,adam,0.2177001127395716,0.24096808137495615,0.23145712782745922,13,1554086
461,0.0005,32,"[1024, 512, 256, 128]",0.2,15,sgd,0.17756482525366404,0.23728516310066644,0.23566543924250394,15,3463846
462,0.0005,128,"[256, 128]",0.1,20,sgd,0.18323938369034198,0.23588214661522272,0.24232859898299142,20,730278
463,0.0005,32,"[1024, 512, 256, 128]",0.3,30,adam,0.32769635475385195,0.23447913012977903,0.2335612835349816,16,3463846
464,0.001,32,"[512, 256, 128]",0.3,30,adam,0.29703119128147315,0.22956857243072606,0.22532000701385235,8,1554086
465,0.001,32,"[1024, 512, 256, 128]",0.3,20,adam,0.26508831266441185,0.22904244124868467,0.23075574259161843,10,3463846
466,0.005,128,"[512, 256, 128]",0.2,30,adam,0.2961292747087561,0.2251841459137145,0.21479922847624058,12,1554086
467,0.0005,32,"[1024, 512, 256, 128]",0.1,15,sgd,0.16020293122886134,0.21816906348649598,0.2177801157285639,15,3463846
468,0.005,128,"[256, 128]",0.3,20,adam,0.30191657271702366,0.21781830936513505,0.21567596002104156,16,730278
469,0.001,32,"[1024, 512, 256, 128]",0.2,15,adam,0.25591882750845546,0.21729217818309365,0.21111695598807645,9,3463846
470,0.001,128,"[1024, 512, 256, 128]",0.2,30,sgd,0.16527621195039457,0.21483689933356717,0.21427318954935998,30,3463846
471,0.0005,64,"[512, 256, 128]",0.3,20,sgd,0.16189402480270576,0.21220624342336022,0.19726459758022094,20,1554086
472,0.0005,128,"[512, 256, 128]",0.1,30,sgd,0.14408117249154453,0.2113293581199579,0.213396458004559,30,1554086
473,0.001,64,"[1024, 512, 256, 128]",0.3,30,adam,0.2729425028184893,0.21010171869519467,0.21024022444327548,8,3463846
474,0.0005,64,"[512, 256, 128]",0.1,15,sgd,0.1439684329199549,0.20484040687478078,0.1984920217429423,15,1554086
475,0.001,64,"[1024, 512, 256, 128]",0.1,15,sgd,0.18027057497181512,0.20063135741844967,0.2034017183938278,15,3463846
476,0.0005,128,"[256, 128]",0.3,20,sgd,0.1362269823374671,0.194317783233953,0.1890233210590917,20,730278
477,0.001,128,"[512, 256, 128]",0.1,15,sgd,0.13543780533633973,0.19396702911259206,0.18516570226196738,15,1554086
478,0.001,64,"[1024, 512, 256, 128]",0.3,15,adam,0.3144306651634724,0.19326552086987023,0.19936875328774328,11,3463846
479,0.005,64,"[256, 128]",0.3,15,adam,0.19413754227733934,0.18326902841108383,0.17780115728563914,11,730278
480,0.001,128,"[1024, 512, 256, 128]",0.1,30,sgd,0.1521608417888012,0.18274289722904244,0.18165877608276346,30,3463846
481,0.005,128,"[1024, 512, 256, 128]",0.2,20,adam,0.20578729800826756,0.1787092248333918,0.17692442574083816,13,3463846
482,0.0005,32,"[1024, 512, 256, 128]",0.3,15,adam,0.23566328447951898,0.177656962469309,0.17219007539891285,8,3463846
483,0.005,64,"[512, 256, 128]",0.2,15,adam,0.2279218338970312,0.17379866713433884,0.17131334385411187,15,1554086
484,0.005,128,"[1024, 512, 256, 128]",0.2,15,adam,0.20886884629838406,0.1734479130129779,0.16885849552866913,8,3463846
485,0.005,32,"[256, 128]",0.2,30,adam,0.1493423524990605,0.16608207646439846,0.17183938278099245,21,730278
486,0.001,128,"[512, 256, 128]",0.2,15,sgd,0.11510710259301014,0.16274991231146965,0.16657899351218658,15,1554086
487,0.0005,64,"[512, 256, 128]",0.2,15,sgd,0.11785043216835776,0.16222378112942826,0.1606172190075399,15,1554086
488,0.001,64,"[1024, 512, 256, 128]",0.2,15,sgd,0.12386320931980459,0.16082076464398457,0.15903910222689813,15,3463846
489,0.0005,128,"[512, 256, 128]",0.2,30,sgd,0.1150695227358136,0.15941774815854087,0.15728563913729615,30,1554086
490,0.0005,128,"[256, 128]",0.2,15,sgd,0.12348741074783916,0.15906699403717994,0.15412940557601262,15,730278
491,0.005,128,"[1024, 512, 256, 128]",0.1,20,adam,0.14735062006764374,0.15748860049105576,0.15290198141329125,11,3463846
492,0.0001,32,"[256, 128]",0.2,20,sgd,0.12138293874483277,0.15626096106629253,0.15658425390145536,20,730278
493,0.0001,32,"[256, 128]",0.1,20,sgd,0.12701991732431417,0.1517011574886005,0.14694020690864457,20,730278
494,0.0005,32,"[1024, 512, 256, 128]",0.3,15,sgd,0.1025554302893649,0.14661522272886707,0.14343328072944064,15,3463846
495,0.005,64,"[1024, 512, 256, 128]",0.2,15,adam,0.13175497933107855,0.1453875833041038,0.14167981763983867,6,3463846
496,0.0005,128,"[256, 128]",0.1,15,sgd,0.12288613303269448,0.1453875833041038,0.14483605120112222,15,730278
497,0.005,64,"[256, 128]",0.3,30,adam,0.16226982337467116,0.14380918975797966,0.14869366999824654,14,730278
498,0.001,64,"[1024, 512, 256, 128]",0.3,15,sgd,0.10931980458474258,0.1417046650298141,0.13852358407855514,15,3463846
499,0.0005,64,"[1024, 512, 256, 128]",0.3,30,sgd,0.10807966929725667,0.14030164854437038,0.13817289146063474,30,3463846
500,0.005,64,"[256, 128]",0.3,20,adam,0.19748214956783164,0.1369694843914416,0.13694546729791338,12,730278
501,0.001,128,"[1024, 512, 256, 128]",0.3,30,sgd,0.11371664787673808,0.13135741844966678,0.1318604243380677,30,3463846
502,0.001,128,"[512, 256, 128]",0.3,15,sgd,0.10300638857572342,0.13065591020694492,0.13501665789935122,15,1554086
503,0.001,128,"[1024, 512, 256, 128]",0.1,20,sgd,0.11337842916196919,0.12907751666082076,0.1304576538663861,20,3463846
504,0.005,64,"[1024, 512, 256, 128]",0.1,30,adam,0.13416009019165728,0.12486846720448966,0.13028230755742592,8,3463846
505,0.0001,32,"[256, 128]",0.3,20,sgd,0.11300263059000376,0.12364082777972642,0.12309310889005787,20,730278
506,0.0005,64,"[512, 256, 128]",0.3,15,sgd,0.10330702743329576,0.12065941774815854,0.12221637734525688,15,1554086
507,0.005,128,"[1024, 512, 256, 128]",0.3,15,adam,0.09992484028560691,0.12048404068747808,0.11906014378397335,6,3463846
508,0.005,32,"[1024, 512, 256, 128]",0.1,20,adam,0.1250281848928974,0.11960715538407576,0.12852884446782395,7,3463846
509,0.001,32,"[1024, 512, 256, 128]",0.3,30,adam,0.1326944757609921,0.11504735180638373,0.11450113975100824,6,3463846
510,0.0005,128,"[512, 256, 128]",0.3,30,sgd,0.09883502442690718,0.1146965976850228,0.11432579344204805,30,1554086
511,0.0005,128,"[256, 128]",0.3,15,sgd,0.09992484028560691,0.11189056471413539,0.10959144310012274,15,730278
512,0.0001,32,"[512, 256, 128]",0.1,30,sgd,0.10920706501315296,0.11189056471413539,0.11046817464492373,30,1554086
513,0.0001,64,"[256, 128]",0.2,30,sgd,0.10886884629838407,0.11189056471413539,0.11029282833596353,30,730278
514,0.005,64,"[1024, 512, 256, 128]",0.2,30,adam,0.11754979331078542,0.11066292528937215,0.11239698404348589,8,3463846
515,0.005,128,"[512, 256, 128]",0.3,20,adam,0.2099586621570838,0.11031217116801123,0.10976678940908294,10,1554086
516,0.001,128,"[1024, 512, 256, 128]",0.2,20,sgd,0.09255918827508455,0.10838302350052613,0.10643520953883921,20,3463846
517,0.0001,64,"[256, 128]",0.1,30,sgd,0.09819616685456595,0.10715538407576289,0.10590917061195862,30,730278
518,0.0001,32,"[256, 128]",0.2,15,sgd,0.09879744456971064,0.10505085934759734,0.10292828335963528,15,730278
519,0.0005,64,"[1024, 512, 256, 128]",0.2,20,sgd,0.09624201428034573,0.10364784286215363,0.10047343503419252,20,3463846
520,0.005,64,"[512, 256, 128]",0.3,20,adam,0.10326944757609921,0.10171869519466854,0.09819393301770998,6,1554086
521,0.0001,32,"[512, 256, 128]",0.2,30,sgd,0.09891018414130026,0.10136794107330761,0.10538313168507803,30,1554086
522,0.005,32,"[512, 256, 128]",0.2,20,adam,0.10507328072153325,0.0985619081024202,0.10433105383131686,7,1554086
523,0.0005,64,"[1024, 512, 256, 128]",0.1,20,sgd,0.07733934611048478,0.09768502279901789,0.09819393301770998,20,3463846
524,0.005,64,"[1024, 512, 256, 128]",0.1,15,adam,0.14306651634723788,0.09540512101017187,0.09451166052954585,14,3463846
525,0.005,128,"[512, 256, 128]",0.3,15,adam,0.12382562946260804,0.09487898982813048,0.0969665088549886,7,1554086
526,0.005,128,"[1024, 512, 256, 128]",0.3,20,adam,0.10759113115370161,0.08733777621887057,0.09030334911450114,8,3463846
527,0.0001,32,"[256, 128]",0.3,15,sgd,0.07805336339721909,0.08698702209750965,0.09030334911450114,15,730278
528,0.005,64,"[512, 256, 128]",0.3,15,adam,0.14235249906050357,0.08470712030866363,0.08346484306505349,7,1554086
529,0.005,128,"[1024, 512, 256, 128]",0.3,30,adam,0.11146185644494551,0.07874430024552788,0.0778537611783272,6,3463846
530,0.001,128,"[1024, 512, 256, 128]",0.3,20,sgd,0.05892521608417888,0.07874430024552788,0.07855514641416798,20,3463846
531,0.001,32,"[1024, 512, 256, 128]",0.3,15,adam,0.1478391582111988,0.07804279200280603,0.07382079607224268,6,3463846
532,0.005,128,"[512, 256, 128]",0.3,30,adam,0.16708004509582863,0.07699052963872326,0.07837980010520779,8,1554086
533,0.005,32,"[256, 128]",0.3,20,adam,0.08203682826005261,0.07663977551736233,0.0775030685604068,9,730278
534,0.0001,32,"[512, 256, 128]",0.3,30,sgd,0.08075911311537017,0.07663977551736233,0.07680168332456602,30,1554086
535,0.0001,64,"[256, 128]",0.3,30,sgd,0.07373167981961669,0.07663977551736233,0.07697702963352622,30,730278
536,0.005,32,"[256, 128]",0.2,20,adam,0.09116873355881247,0.07207997193967029,0.07557425916184464,15,730278
537,0.0005,128,"[512, 256, 128]",0.2,20,sgd,0.06005261180007516,0.06576639775517362,0.06663159740487462,20,1554086
538,0.0001,32,"[256, 128]",0.1,15,sgd,0.06523863209319805,0.06418800420904945,0.0627739786077503,15,730278
539,0.0005,128,"[512, 256, 128]",0.1,20,sgd,0.053626456219466365,0.05787443002455279,0.05768893564790461,20,1554086
540,0.005,32,"[1024, 512, 256, 128]",0.1,15,adam,0.05261180007515971,0.0526131182041389,0.052603892688058915,11,3463846
541,0.005,32,"[1024, 512, 256, 128]",0.1,30,adam,0.05261180007515971,0.0526131182041389,0.052603892688058915,8,3463846
542,0.005,32,"[1024, 512, 256, 128]",0.2,15,adam,0.05261180007515971,0.0526131182041389,0.052603892688058915,15,3463846
543,0.005,32,"[1024, 512, 256, 128]",0.2,20,adam,0.05261180007515971,0.0526131182041389,0.052603892688058915,20,3463846
544,0.005,32,"[1024, 512, 256, 128]",0.2,30,adam,0.05261180007515971,0.0526131182041389,0.052603892688058915,9,3463846
545,0.005,32,"[1024, 512, 256, 128]",0.3,15,adam,0.05261180007515971,0.0526131182041389,0.052603892688058915,9,3463846
546,0.005,32,"[1024, 512, 256, 128]",0.3,20,adam,0.05261180007515971,0.0526131182041389,0.052603892688058915,10,3463846
547,0.005,32,"[1024, 512, 256, 128]",0.3,30,adam,0.05261180007515971,0.0526131182041389,0.052603892688058915,10,3463846
548,0.005,32,"[512, 256, 128]",0.1,15,adam,0.05261180007515971,0.0526131182041389,0.052603892688058915,12,1554086
549,0.005,32,"[512, 256, 128]",0.1,20,adam,0.05261180007515971,0.0526131182041389,0.052603892688058915,16,1554086
550,0.005,32,"[512, 256, 128]",0.1,30,adam,0.05261180007515971,0.0526131182041389,0.052603892688058915,10,1554086
551,0.005,32,"[512, 256, 128]",0.2,15,adam,0.05261180007515971,0.0526131182041389,0.052603892688058915,14,1554086
552,0.005,32,"[512, 256, 128]",0.2,30,adam,0.05261180007515971,0.0526131182041389,0.052603892688058915,9,1554086
553,0.005,32,"[512, 256, 128]",0.3,15,adam,0.05261180007515971,0.0526131182041389,0.052603892688058915,15,1554086
554,0.005,32,"[512, 256, 128]",0.3,20,adam,0.05261180007515971,0.0526131182041389,0.052603892688058915,9,1554086
555,0.005,32,"[512, 256, 128]",0.3,30,adam,0.05261180007515971,0.0526131182041389,0.052603892688058915,11,1554086
556,0.005,32,"[256, 128]",0.3,15,adam,0.07034949267192785,0.0526131182041389,0.052603892688058915,13,730278
557,0.005,32,"[256, 128]",0.3,30,adam,0.05261180007515971,0.0526131182041389,0.052603892688058915,12,730278
558,0.005,64,"[1024, 512, 256, 128]",0.2,20,adam,0.05261180007515971,0.0526131182041389,0.052603892688058915,8,3463846
559,0.005,64,"[1024, 512, 256, 128]",0.3,15,adam,0.05261180007515971,0.0526131182041389,0.052603892688058915,15,3463846
560,0.005,64,"[1024, 512, 256, 128]",0.3,30,adam,0.05261180007515971,0.0526131182041389,0.052603892688058915,16,3463846
561,0.005,64,"[512, 256, 128]",0.3,30,adam,0.05261180007515971,0.0526131182041389,0.052603892688058915,13,1554086
562,0.001,128,"[1024, 512, 256, 128]",0.1,15,sgd,0.05261180007515971,0.0526131182041389,0.052603892688058915,15,3463846
563,0.001,128,"[1024, 512, 256, 128]",0.2,15,sgd,0.05261180007515971,0.0526131182041389,0.052603892688058915,15,3463846
564,0.001,128,"[1024, 512, 256, 128]",0.3,15,sgd,0.05261180007515971,0.0526131182041389,0.052603892688058915,15,3463846
565,0.0005,64,"[1024, 512, 256, 128]",0.1,15,sgd,0.05261180007515971,0.0526131182041389,0.052603892688058915,15,3463846
566,0.0005,64,"[1024, 512, 256, 128]",0.2,15,sgd,0.05261180007515971,0.0526131182041389,0.052603892688058915,15,3463846
567,0.0005,64,"[1024, 512, 256, 128]",0.3,15,sgd,0.05261180007515971,0.0526131182041389,0.052603892688058915,15,3463846
568,0.0005,64,"[1024, 512, 256, 128]",0.3,20,sgd,0.05261180007515971,0.0526131182041389,0.052603892688058915,20,3463846
569,0.0005,128,"[1024, 512, 256, 128]",0.1,15,sgd,0.05261180007515971,0.0526131182041389,0.052603892688058915,15,3463846
570,0.0005,128,"[1024, 512, 256, 128]",0.1,20,sgd,0.05261180007515971,0.0526131182041389,0.052603892688058915,20,3463846
571,0.0005,128,"[1024, 512, 256, 128]",0.1,30,sgd,0.05261180007515971,0.0526131182041389,0.052603892688058915,30,3463846
572,0.0005,128,"[1024, 512, 256, 128]",0.2,15,sgd,0.05261180007515971,0.0526131182041389,0.052603892688058915,15,3463846
573,0.0005,128,"[1024, 512, 256, 128]",0.2,20,sgd,0.05261180007515971,0.0526131182041389,0.052603892688058915,20,3463846
574,0.0005,128,"[1024, 512, 256, 128]",0.2,30,sgd,0.05261180007515971,0.0526131182041389,0.052603892688058915,30,3463846
575,0.0005,128,"[1024, 512, 256, 128]",0.3,15,sgd,0.05261180007515971,0.0526131182041389,0.052603892688058915,15,3463846
576,0.0005,128,"[1024, 512, 256, 128]",0.3,20,sgd,0.05261180007515971,0.0526131182041389,0.052603892688058915,20,3463846
577,0.0005,128,"[1024, 512, 256, 128]",0.3,30,sgd,0.05261180007515971,0.0526131182041389,0.052603892688058915,30,3463846
578,0.0005,128,"[512, 256, 128]",0.1,15,sgd,0.05261180007515971,0.0526131182041389,0.052603892688058915,15,1554086
579,0.0005,128,"[512, 256, 128]",0.2,15,sgd,0.05261180007515971,0.0526131182041389,0.052603892688058915,15,1554086
580,0.0005,128,"[512, 256, 128]",0.3,15,sgd,0.05261180007515971,0.0526131182041389,0.052603892688058915,15,1554086
581,0.0005,128,"[512, 256, 128]",0.3,20,sgd,0.05264937993235626,0.0526131182041389,0.052603892688058915,20,1554086
582,0.0001,32,"[1024, 512, 256, 128]",0.1,15,sgd,0.05261180007515971,0.0526131182041389,0.052603892688058915,15,3463846
583,0.0001,32,"[1024, 512, 256, 128]",0.1,20,sgd,0.05261180007515971,0.0526131182041389,0.052603892688058915,20,3463846
584,0.0001,32,"[1024, 512, 256, 128]",0.1,30,sgd,0.05261180007515971,0.0526131182041389,0.052603892688058915,30,3463846
585,0.0001,32,"[1024, 512, 256, 128]",0.2,15,sgd,0.05261180007515971,0.0526131182041389,0.052603892688058915,15,3463846
586,0.0001,32,"[1024, 512, 256, 128]",0.2,20,sgd,0.05261180007515971,0.0526131182041389,0.052603892688058915,20,3463846
587,0.0001,32,"[1024, 512, 256, 128]",0.2,30,sgd,0.05261180007515971,0.0526131182041389,0.052603892688058915,30,3463846
588,0.0001,32,"[1024, 512, 256, 128]",0.3,15,sgd,0.05261180007515971,0.0526131182041389,0.052603892688058915,15,3463846
589,0.0001,32,"[1024, 512, 256, 128]",0.3,20,sgd,0.05261180007515971,0.0526131182041389,0.052603892688058915,20,3463846
590,0.0001,32,"[1024, 512, 256, 128]",0.3,30,sgd,0.05261180007515971,0.0526131182041389,0.052603892688058915,30,3463846
591,0.0001,32,"[512, 256, 128]",0.1,15,sgd,0.05261180007515971,0.0526131182041389,0.052603892688058915,15,1554086
592,0.0001,32,"[512, 256, 128]",0.1,20,sgd,0.05302517850432168,0.0526131182041389,0.052603892688058915,20,1554086
593,0.0001,32,"[512, 256, 128]",0.2,15,sgd,0.05261180007515971,0.0526131182041389,0.052603892688058915,15,1554086
594,0.0001,32,"[512, 256, 128]",0.2,20,sgd,0.05261180007515971,0.0526131182041389,0.052603892688058915,20,1554086
595,0.0001,32,"[512, 256, 128]",0.3,15,sgd,0.05261180007515971,0.0526131182041389,0.052603892688058915,15,1554086
596,0.0001,32,"[512, 256, 128]",0.3,20,sgd,0.05261180007515971,0.0526131182041389,0.052603892688058915,20,1554086
597,0.0001,64,"[1024, 512, 256, 128]",0.1,15,sgd,0.05261180007515971,0.0526131182041389,0.052603892688058915,15,3463846
598,0.0001,64,"[1024, 512, 256, 128]",0.1,20,sgd,0.05261180007515971,0.0526131182041389,0.052603892688058915,20,3463846
599,0.0001,64,"[1024, 512, 256, 128]",0.1,30,sgd,0.05261180007515971,0.0526131182041389,0.052603892688058915,30,3463846
600,0.0001,64,"[1024, 512, 256, 128]",0.2,15,sgd,0.05261180007515971,0.0526131182041389,0.052603892688058915,15,3463846
601,0.0001,64,"[1024, 512, 256, 128]",0.2,20,sgd,0.05261180007515971,0.0526131182041389,0.052603892688058915,20,3463846
602,0.0001,64,"[1024, 512, 256, 128]",0.2,30,sgd,0.05261180007515971,0.0526131182041389,0.052603892688058915,30,3463846
603,0.0001,64,"[1024, 512, 256, 128]",0.3,15,sgd,0.05261180007515971,0.0526131182041389,0.052603892688058915,15,3463846
604,0.0001,64,"[1024, 512, 256, 128]",0.3,20,sgd,0.05261180007515971,0.0526131182041389,0.052603892688058915,20,3463846
605,0.0001,64,"[1024, 512, 256, 128]",0.3,30,sgd,0.05261180007515971,0.0526131182041389,0.052603892688058915,30,3463846
606,0.0001,64,"[512, 256, 128]",0.1,15,sgd,0.05261180007515971,0.0526131182041389,0.052603892688058915,15,1554086
607,0.0001,64,"[512, 256, 128]",0.1,20,sgd,0.05261180007515971,0.0526131182041389,0.052603892688058915,20,1554086
608,0.0001,64,"[512, 256, 128]",0.1,30,sgd,0.05261180007515971,0.0526131182041389,0.052603892688058915,30,1554086
609,0.0001,64,"[512, 256, 128]",0.2,15,sgd,0.05261180007515971,0.0526131182041389,0.052603892688058915,15,1554086
610,0.0001,64,"[512, 256, 128]",0.2,20,sgd,0.05261180007515971,0.0526131182041389,0.052603892688058915,20,1554086
611,0.0001,64,"[512, 256, 128]",0.2,30,sgd,0.05261180007515971,0.0526131182041389,0.052603892688058915,30,1554086
612,0.0001,64,"[512, 256, 128]",0.3,15,sgd,0.05261180007515971,0.0526131182041389,0.052603892688058915,15,1554086
613,0.0001,64,"[512, 256, 128]",0.3,20,sgd,0.05261180007515971,0.0526131182041389,0.052603892688058915,20,1554086
614,0.0001,64,"[512, 256, 128]",0.3,30,sgd,0.05261180007515971,0.0526131182041389,0.052603892688058915,30,1554086
615,0.0001,64,"[256, 128]",0.1,15,sgd,0.05261180007515971,0.0526131182041389,0.052603892688058915,15,730278
616,0.0001,64,"[256, 128]",0.1,20,sgd,0.05261180007515971,0.0526131182041389,0.052603892688058915,20,730278
617,0.0001,64,"[256, 128]",0.2,15,sgd,0.05261180007515971,0.0526131182041389,0.052603892688058915,15,730278
618,0.0001,64,"[256, 128]",0.2,20,sgd,0.05264937993235626,0.0526131182041389,0.052603892688058915,20,730278
619,0.0001,64,"[256, 128]",0.3,15,sgd,0.05261180007515971,0.0526131182041389,0.052603892688058915,15,730278
620,0.0001,64,"[256, 128]",0.3,20,sgd,0.053325817361894026,0.0526131182041389,0.052603892688058915,20,730278
621,0.0001,128,"[1024, 512, 256, 128]",0.1,20,sgd,0.05261180007515971,0.0526131182041389,0.052603892688058915,20,3463846
622,0.0001,128,"[1024, 512, 256, 128]",0.1,30,sgd,0.05261180007515971,0.0526131182041389,0.052603892688058915,30,3463846
623,0.0001,128,"[1024, 512, 256, 128]",0.2,15,sgd,0.05253664036076663,0.0526131182041389,0.052603892688058915,15,3463846
624,0.0001,128,"[1024, 512, 256, 128]",0.2,20,sgd,0.04573468620819241,0.0526131182041389,0.052603892688058915,20,3463846
625,0.0001,128,"[1024, 512, 256, 128]",0.2,30,sgd,0.05261180007515971,0.0526131182041389,0.052603892688058915,30,3463846
626,0.0001,128,"[1024, 512, 256, 128]",0.3,15,sgd,0.05219842164599774,0.0526131182041389,0.052603892688058915,15,3463846
627,0.0001,128,"[1024, 512, 256, 128]",0.3,20,sgd,0.05062006764374295,0.0526131182041389,0.052603892688058915,20,3463846
628,0.0001,128,"[1024, 512, 256, 128]",0.3,30,sgd,0.05261180007515971,0.0526131182041389,0.052603892688058915,30,3463846
629,0.0001,128,"[512, 256, 128]",0.1,15,sgd,0.052048102217211574,0.0526131182041389,0.052603892688058915,15,1554086
630,0.0001,128,"[512, 256, 128]",0.1,20,sgd,0.05261180007515971,0.0526131182041389,0.052603892688058915,20,1554086
631,0.0001,128,"[512, 256, 128]",0.1,30,sgd,0.05261180007515971,0.0526131182041389,0.052603892688058915,30,1554086
632,0.0001,128,"[512, 256, 128]",0.2,15,sgd,0.044118752348741075,0.0526131182041389,0.052603892688058915,15,1554086
633,0.0001,128,"[512, 256, 128]",0.2,20,sgd,0.05261180007515971,0.0526131182041389,0.052603892688058915,20,1554086
634,0.0001,128,"[512, 256, 128]",0.2,30,sgd,0.05261180007515971,0.0526131182041389,0.052603892688058915,30,1554086
635,0.0001,128,"[512, 256, 128]",0.3,15,sgd,0.04284103720405862,0.0526131182041389,0.052603892688058915,15,1554086
636,0.0001,128,"[512, 256, 128]",0.3,20,sgd,0.05264937993235626,0.0526131182041389,0.052603892688058915,20,1554086
637,0.0001,128,"[512, 256, 128]",0.3,30,sgd,0.05261180007515971,0.0526131182041389,0.052603892688058915,30,1554086
638,0.0001,128,"[256, 128]",0.1,15,sgd,0.05261180007515971,0.0526131182041389,0.052603892688058915,15,730278
639,0.0001,128,"[256, 128]",0.1,20,sgd,0.05261180007515971,0.0526131182041389,0.052603892688058915,20,730278
640,0.0001,128,"[256, 128]",0.1,30,sgd,0.05261180007515971,0.0526131182041389,0.052603892688058915,30,730278
641,0.0001,128,"[256, 128]",0.2,15,sgd,0.05261180007515971,0.0526131182041389,0.052603892688058915,15,730278
642,0.0001,128,"[256, 128]",0.2,20,sgd,0.05261180007515971,0.0526131182041389,0.052603892688058915,20,730278
643,0.0001,128,"[256, 128]",0.2,30,sgd,0.05261180007515971,0.0526131182041389,0.052603892688058915,30,730278
644,0.0001,128,"[256, 128]",0.3,15,sgd,0.05261180007515971,0.0526131182041389,0.052603892688058915,15,730278
645,0.0001,128,"[256, 128]",0.3,20,sgd,0.05253664036076663,0.0526131182041389,0.052603892688058915,20,730278
646,0.0001,128,"[256, 128]",0.3,30,sgd,0.05272453964674934,0.0526131182041389,0.052603892688058915,30,730278
647,0.005,64,"[1024, 512, 256, 128]",0.3,20,adam,0.08143555054490793,0.03612767450017538,0.04120638260564615,10,3463846
648,0.0001,128,"[1024, 512, 256, 128]",0.1,15,sgd,0.026418639609169486,0.02630655910206945,0.026301946344029457,15,3463846
